s_fpssm0,s_fpssm1,s_fpssm2,s_fpssm3,s_fpssm4,s_fpssm5,s_fpssm6,s_fpssm7,s_fpssm8,s_fpssm9,s_fpssm10,s_fpssm11,s_fpssm12,s_fpssm13,s_fpssm14,s_fpssm15,s_fpssm16,s_fpssm17,s_fpssm18,s_fpssm19,s_fpssm20,s_fpssm21,s_fpssm22,s_fpssm23,s_fpssm24,s_fpssm25,s_fpssm26,s_fpssm27,s_fpssm28,s_fpssm29,s_fpssm30,s_fpssm31,s_fpssm32,s_fpssm33,s_fpssm34,s_fpssm35,s_fpssm36,s_fpssm37,s_fpssm38,s_fpssm39,s_fpssm40,s_fpssm41,s_fpssm42,s_fpssm43,s_fpssm44,s_fpssm45,s_fpssm46,s_fpssm47,s_fpssm48,s_fpssm49,s_fpssm50,s_fpssm51,s_fpssm52,s_fpssm53,s_fpssm54,s_fpssm55,s_fpssm56,s_fpssm57,s_fpssm58,s_fpssm59,s_fpssm60,s_fpssm61,s_fpssm62,s_fpssm63,s_fpssm64,s_fpssm65,s_fpssm66,s_fpssm67,s_fpssm68,s_fpssm69,s_fpssm70,s_fpssm71,s_fpssm72,s_fpssm73,s_fpssm74,s_fpssm75,s_fpssm76,s_fpssm77,s_fpssm78,s_fpssm79,s_fpssm80,s_fpssm81,s_fpssm82,s_fpssm83,s_fpssm84,s_fpssm85,s_fpssm86,s_fpssm87,s_fpssm88,s_fpssm89,s_fpssm90,s_fpssm91,s_fpssm92,s_fpssm93,s_fpssm94,s_fpssm95,s_fpssm96,s_fpssm97,s_fpssm98,s_fpssm99,s_fpssm100,s_fpssm101,s_fpssm102,s_fpssm103,s_fpssm104,s_fpssm105,s_fpssm106,s_fpssm107,s_fpssm108,s_fpssm109,s_fpssm110,s_fpssm111,s_fpssm112,s_fpssm113,s_fpssm114,s_fpssm115,s_fpssm116,s_fpssm117,s_fpssm118,s_fpssm119,s_fpssm120,s_fpssm121,s_fpssm122,s_fpssm123,s_fpssm124,s_fpssm125,s_fpssm126,s_fpssm127,s_fpssm128,s_fpssm129,s_fpssm130,s_fpssm131,s_fpssm132,s_fpssm133,s_fpssm134,s_fpssm135,s_fpssm136,s_fpssm137,s_fpssm138,s_fpssm139,s_fpssm140,s_fpssm141,s_fpssm142,s_fpssm143,s_fpssm144,s_fpssm145,s_fpssm146,s_fpssm147,s_fpssm148,s_fpssm149,s_fpssm150,s_fpssm151,s_fpssm152,s_fpssm153,s_fpssm154,s_fpssm155,s_fpssm156,s_fpssm157,s_fpssm158,s_fpssm159,s_fpssm160,s_fpssm161,s_fpssm162,s_fpssm163,s_fpssm164,s_fpssm165,s_fpssm166,s_fpssm167,s_fpssm168,s_fpssm169,s_fpssm170,s_fpssm171,s_fpssm172,s_fpssm173,s_fpssm174,s_fpssm175,s_fpssm176,s_fpssm177,s_fpssm178,s_fpssm179,s_fpssm180,s_fpssm181,s_fpssm182,s_fpssm183,s_fpssm184,s_fpssm185,s_fpssm186,s_fpssm187,s_fpssm188,s_fpssm189,s_fpssm190,s_fpssm191,s_fpssm192,s_fpssm193,s_fpssm194,s_fpssm195,s_fpssm196,s_fpssm197,s_fpssm198,s_fpssm199,s_fpssm200,s_fpssm201,s_fpssm202,s_fpssm203,s_fpssm204,s_fpssm205,s_fpssm206,s_fpssm207,s_fpssm208,s_fpssm209,s_fpssm210,s_fpssm211,s_fpssm212,s_fpssm213,s_fpssm214,s_fpssm215,s_fpssm216,s_fpssm217,s_fpssm218,s_fpssm219,s_fpssm220,s_fpssm221,s_fpssm222,s_fpssm223,s_fpssm224,s_fpssm225,s_fpssm226,s_fpssm227,s_fpssm228,s_fpssm229,s_fpssm230,s_fpssm231,s_fpssm232,s_fpssm233,s_fpssm234,s_fpssm235,s_fpssm236,s_fpssm237,s_fpssm238,s_fpssm239,s_fpssm240,s_fpssm241,s_fpssm242,s_fpssm243,s_fpssm244,s_fpssm245,s_fpssm246,s_fpssm247,s_fpssm248,s_fpssm249,s_fpssm250,s_fpssm251,s_fpssm252,s_fpssm253,s_fpssm254,s_fpssm255,s_fpssm256,s_fpssm257,s_fpssm258,s_fpssm259,s_fpssm260,s_fpssm261,s_fpssm262,s_fpssm263,s_fpssm264,s_fpssm265,s_fpssm266,s_fpssm267,s_fpssm268,s_fpssm269,s_fpssm270,s_fpssm271,s_fpssm272,s_fpssm273,s_fpssm274,s_fpssm275,s_fpssm276,s_fpssm277,s_fpssm278,s_fpssm279,s_fpssm280,s_fpssm281,s_fpssm282,s_fpssm283,s_fpssm284,s_fpssm285,s_fpssm286,s_fpssm287,s_fpssm288,s_fpssm289,s_fpssm290,s_fpssm291,s_fpssm292,s_fpssm293,s_fpssm294,s_fpssm295,s_fpssm296,s_fpssm297,s_fpssm298,s_fpssm299,s_fpssm300,s_fpssm301,s_fpssm302,s_fpssm303,s_fpssm304,s_fpssm305,s_fpssm306,s_fpssm307,s_fpssm308,s_fpssm309,s_fpssm310,s_fpssm311,s_fpssm312,s_fpssm313,s_fpssm314,s_fpssm315,s_fpssm316,s_fpssm317,s_fpssm318,s_fpssm319,s_fpssm320,s_fpssm321,s_fpssm322,s_fpssm323,s_fpssm324,s_fpssm325,s_fpssm326,s_fpssm327,s_fpssm328,s_fpssm329,s_fpssm330,s_fpssm331,s_fpssm332,s_fpssm333,s_fpssm334,s_fpssm335,s_fpssm336,s_fpssm337,s_fpssm338,s_fpssm339,s_fpssm340,s_fpssm341,s_fpssm342,s_fpssm343,s_fpssm344,s_fpssm345,s_fpssm346,s_fpssm347,s_fpssm348,s_fpssm349,s_fpssm350,s_fpssm351,s_fpssm352,s_fpssm353,s_fpssm354,s_fpssm355,s_fpssm356,s_fpssm357,s_fpssm358,s_fpssm359,s_fpssm360,s_fpssm361,s_fpssm362,s_fpssm363,s_fpssm364,s_fpssm365,s_fpssm366,s_fpssm367,s_fpssm368,s_fpssm369,s_fpssm370,s_fpssm371,s_fpssm372,s_fpssm373,s_fpssm374,s_fpssm375,s_fpssm376,s_fpssm377,s_fpssm378,s_fpssm379,s_fpssm380,s_fpssm381,s_fpssm382,s_fpssm383,s_fpssm384,s_fpssm385,s_fpssm386,s_fpssm387,s_fpssm388,s_fpssm389,s_fpssm390,s_fpssm391,s_fpssm392,s_fpssm393,s_fpssm394,s_fpssm395,s_fpssm396,s_fpssm397,s_fpssm398,s_fpssm399
12,7,1,0,0,5,0,5,5,0,1,4,1,0,0,6,3,0,0,1,0,32,3,0,0,7,1,0,0,0,0,16,3,0,4,0,1,0,0,0,0,0,20,7,0,2,2,0,12,1,0,0,0,1,0,1,0,0,1,0,0,1,6,24,0,3,10,2,0,1,0,1,2,0,0,1,1,0,0,0,2,0,0,0,9,0,0,1,0,2,1,0,1,0,0,4,1,2,0,4,0,4,0,2,0,6,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,13,0,2,12,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,2,3,33,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,4,1,4,0,4,0,0,0,0,52,23,0,13,8,0,1,5,11,2,30,2,1,1,1,4,0,0,0,0,27,50,0,28,13,3,0,0,9,2,18,0,9,5,0,1,5,1,0,3,0,0,12,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,2,6,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,6,5,0,2,40,0,0,0,1,22,4,2,0,1,0,0,1,0,7,0,0,0,3,0,0,21,3,3,0,0,0,5,2,2,0,19,1,1,5,0,6,5,1,4,5,2,13,3,0,3,8,4,1,0,2,4,3,5,1,0,0,0,0,0,0,4,17,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,8,2,1,1,0,16,1,1,0,11,23,0,4,0,0,0,0,0,0,0,0,18,5,0,1,5,0,0,0,0,3,19
76,1,5,0,24,4,8,8,15,12,8,1,5,2,17,37,11,5,3,18,0,77,9,1,15,24,10,0,12,1,5,38,4,3,7,6,8,15,4,1,1,9,32,13,3,4,3,3,12,0,1,8,1,0,4,8,9,1,0,0,0,1,21,73,0,26,52,5,16,0,2,7,3,0,8,13,2,0,0,0,10,1,0,2,37,1,0,5,5,2,4,1,1,7,3,11,4,0,2,4,2,15,18,15,8,67,23,0,16,0,0,16,6,2,10,10,5,6,8,0,3,9,14,36,2,26,61,0,20,0,0,7,0,0,9,7,5,1,0,0,8,2,10,5,14,1,2,52,6,1,3,2,1,2,9,11,8,3,4,1,2,8,10,9,4,14,7,1,83,1,0,6,2,0,9,7,1,0,13,1,4,4,2,1,12,5,1,1,7,68,37,7,22,9,3,7,10,3,2,41,4,11,6,0,30,15,2,2,13,97,217,4,90,52,15,6,10,16,20,50,1,21,12,10,0,18,13,0,11,1,3,40,3,1,4,12,4,9,3,0,0,2,1,0,2,2,0,0,2,10,22,0,35,5,3,1,4,7,5,6,4,1,2,0,7,1,0,0,2,2,13,1,9,50,8,2,2,10,31,3,13,5,11,2,10,11,7,8,11,1,2,3,2,3,156,14,6,5,0,1,29,10,21,21,19,14,13,13,10,1,5,7,8,5,29,69,19,8,11,3,12,5,12,7,12,6,8,0,10,2,0,3,4,1,17,23,44,0,2,3,0,0,0,0,1,2,0,0,2,0,0,0,0,5,0,0,0,0,3,0,0,2,1,0,12,2,2,0,15,2,4,0,3,25,3,2,3,8,41,0,16,2,1,1,24,5,3,3,14,55,23,3,19,3,10,8,11,9,2,72
38,0,0,0,0,0,3,0,0,2,0,2,0,0,0,12,3,0,0,1,0,88,0,0,5,16,3,3,12,0,0,31,0,0,4,0,0,0,1,0,0,1,32,8,0,1,1,0,4,0,0,4,0,0,0,4,0,0,0,0,3,0,3,23,0,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,36,15,0,0,0,0,8,0,0,0,3,2,0,0,0,0,2,0,10,0,14,36,3,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,83,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,9,3,0,18,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,13,6,1,3,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,32,66,0,32,4,0,0,0,0,1,15,0,10,0,0,0,8,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,2,8,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,93,2,0,0,0,0,18,4,19,0,0,0,0,6,0,0,0,3,0,0,0,74,18,0,0,0,2,7,0,0,0,1,0,0,0,0,0,2,0,0,0,9,44,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,2,5,22,0,0,0,0,0,0,0,0,0,0,37,13,0,11,4,0,2,1,0,1,49
14,0,0,0,3,0,1,7,0,1,1,0,0,0,0,10,2,0,0,0,0,23,1,0,0,2,0,0,0,0,0,8,0,0,5,0,0,2,0,0,4,1,21,4,0,6,3,5,0,0,0,1,0,0,6,10,4,0,0,0,0,0,3,20,0,3,11,1,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,19,0,1,0,0,1,4,0,3,6,0,2,1,0,0,2,0,2,0,0,0,17,1,2,1,0,0,2,0,0,1,2,0,4,0,0,0,0,1,6,0,1,5,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,7,3,0,3,1,0,2,2,0,0,6,0,2,1,0,0,0,1,0,3,10,20,2,19,19,2,0,2,5,10,10,2,10,2,0,0,7,3,2,6,0,0,15,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,3,0,12,15,0,50,10,0,4,3,9,5,8,1,0,0,0,2,0,0,0,0,5,8,0,2,14,0,0,0,0,2,5,1,4,1,2,0,4,3,1,8,0,1,0,3,0,55,1,2,0,0,0,16,1,8,1,9,2,1,10,2,2,1,0,15,2,2,36,11,3,1,2,1,0,0,0,0,2,0,1,1,1,1,0,3,1,4,5,6,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,3,2,0,0,14,0,0,0,7,15,1,2,0,0,0,3,0,0,0,0,11,8,0,4,7,0,0,0,0,1,13
19,3,0,3,5,0,1,4,7,4,0,1,1,3,16,6,2,12,9,1,2,28,4,5,3,10,4,6,14,1,0,11,3,1,15,9,4,2,2,0,0,2,17,7,0,2,3,0,2,0,0,0,0,0,0,1,8,0,0,0,1,1,1,17,2,2,8,0,5,1,3,3,4,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,20,7,0,10,0,0,7,3,4,1,0,0,0,3,0,3,6,0,4,0,5,17,2,1,0,0,1,1,0,5,2,0,0,0,0,4,1,6,6,0,1,6,35,8,1,2,0,6,1,1,4,3,3,1,2,0,1,0,1,0,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,3,1,2,5,0,1,3,10,2,8,3,2,4,1,15,2,0,0,4,17,45,2,31,11,12,4,3,9,6,17,0,8,2,0,0,3,1,1,0,0,0,11,0,0,1,3,0,0,0,0,0,1,3,0,3,1,1,0,0,0,4,1,12,3,3,1,1,4,4,2,0,1,0,0,2,0,0,0,2,0,0,0,2,9,1,1,0,5,8,1,1,4,0,1,0,4,3,5,11,2,5,2,3,1,59,6,1,2,6,1,13,1,8,8,6,2,2,2,2,2,2,3,1,0,11,37,12,6,2,3,3,1,1,6,0,2,3,0,1,2,2,0,2,7,0,16,41,0,7,3,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,3,0,0,0,2,0,0,6,0,0,0,1,9,1,0,0,2,12,1,3,4,5,1,1,1,1,1,10,11,4,1,4,14,6,2,3,6,10,27
119,14,2,9,27,3,13,16,2,4,11,7,7,4,12,27,5,4,1,13,0,37,8,3,3,8,2,3,12,0,0,14,3,1,0,2,3,10,1,2,5,12,31,5,5,5,9,3,16,1,4,4,4,3,0,11,5,8,5,0,2,6,14,68,0,6,28,4,9,0,0,4,2,0,7,3,2,2,0,0,21,1,2,3,24,0,1,6,3,7,8,0,13,9,5,5,4,3,4,6,3,26,8,12,3,52,20,3,18,1,8,15,10,12,5,4,1,5,14,0,15,21,6,24,7,12,51,1,10,7,0,17,1,2,11,3,3,9,1,5,17,3,8,12,2,1,3,133,8,0,0,3,0,1,8,8,3,10,1,0,9,21,9,5,4,16,9,4,41,0,0,10,3,2,5,5,1,8,16,0,9,6,3,2,7,1,1,0,10,71,36,3,15,12,5,2,6,8,6,52,8,8,2,4,19,7,4,0,23,63,133,3,59,43,9,4,6,44,10,25,13,37,12,25,2,21,36,0,11,0,0,50,0,0,6,5,3,4,0,1,3,1,0,0,8,4,1,4,4,5,9,0,24,5,3,3,7,16,7,7,1,3,5,1,13,4,1,0,7,14,12,0,14,64,6,3,4,26,33,6,10,0,0,6,3,6,5,4,1,3,3,3,4,0,90,1,5,2,0,3,23,7,15,14,6,3,7,16,28,2,0,4,7,10,21,77,35,9,14,6,11,6,12,8,4,1,0,17,6,7,7,7,8,7,2,36,78,5,2,1,2,1,0,1,0,2,1,0,5,0,1,3,0,6,0,0,0,4,7,0,2,2,1,2,3,0,4,2,20,2,4,0,3,17,1,0,0,12,22,1,17,2,5,0,24,1,2,4,10,51,29,2,32,16,1,5,8,11,10,72
35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,3,0,38,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,4,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,10,0,10,25,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,9,23,0,11,0,0,0,3,0,1,4,0,15,0,1,0,9,11,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,16,0,11,0,0,0,0,4,0,0,0,0,0,0,0,53,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,8,5,0,4,0,0,0,0,0,0,11
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,28,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,7,0,8,19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,40,0,2,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,3,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,26,54,0,27,0,5,0,0,0,0,13,0,4,0,0,0,2,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,13,4,17,1,0,0,0,0,0,0,0,1,0,0,0,57,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,4,14,0,0,0,0,0,0,0,0,4,0,13,4,0,4,0,0,0,0,0,0,18
18,8,5,3,1,4,2,7,4,0,0,10,1,6,4,6,2,1,11,3,3,42,12,7,1,11,5,3,1,0,2,37,2,2,4,4,3,2,4,0,0,1,31,5,0,5,1,0,10,3,1,5,0,0,1,1,1,6,3,1,1,0,7,7,0,4,4,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,4,0,12,9,0,0,0,1,14,2,0,0,1,2,0,0,0,1,4,5,9,0,11,31,8,0,0,0,8,0,0,0,5,1,1,0,0,5,6,5,1,0,9,1,13,3,0,0,8,1,0,6,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,3,0,0,9,4,5,3,0,0,0,0,0,0,7,0,3,5,0,1,5,0,0,0,14,39,1,21,13,4,2,6,0,6,9,3,14,1,1,0,17,7,0,1,2,3,37,0,0,6,2,2,2,2,0,0,0,0,0,0,2,2,0,0,3,11,1,20,9,0,1,0,0,0,1,1,1,0,0,0,0,0,2,2,0,1,0,0,22,0,0,0,5,16,0,2,0,1,0,0,1,8,0,4,2,0,0,0,1,36,6,7,3,1,4,5,5,5,2,0,3,3,0,0,1,2,6,3,0,1,14,5,0,0,1,1,0,0,0,0,3,1,4,4,1,0,1,0,0,4,5,11,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,6,0,0,0,0,10
24,0,2,7,0,3,8,0,0,0,0,1,2,3,9,9,5,1,1,2,0,9,1,3,0,8,6,0,1,1,0,10,2,0,0,1,1,3,0,1,1,1,16,12,0,5,10,0,2,0,0,0,0,0,1,1,2,0,0,0,1,1,3,40,3,5,28,0,4,1,1,3,2,0,2,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,5,3,2,0,25,12,0,7,0,0,9,7,0,4,2,2,3,0,0,6,3,15,47,0,20,89,2,5,0,0,16,0,1,7,10,1,5,0,0,6,2,3,1,0,0,5,38,7,0,0,1,0,0,2,9,2,4,0,0,2,0,2,0,0,2,1,0,12,0,0,1,1,0,2,1,0,0,2,1,2,0,2,4,0,0,1,0,0,16,2,1,1,0,4,2,1,0,0,9,0,0,0,0,1,0,2,0,2,5,9,0,2,5,8,1,0,0,4,3,2,12,2,5,0,5,10,1,1,0,0,27,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,13,9,0,0,0,6,1,1,0,0,0,0,0,2,0,0,0,3,1,0,7,19,2,1,0,3,8,0,4,2,0,2,0,4,9,2,3,0,0,2,0,0,54,4,1,0,0,0,9,1,7,4,0,1,6,1,3,1,0,6,3,0,2,33,10,0,0,1,6,0,2,2,0,1,5,0,1,0,0,4,2,0,4,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6,2,0,2,2,0,7,0,0,1,2,9,0,2,1,0,20,0,2,0,0,0,0,0,1,0,0,4,3,0,3,3,3,1,1,0,1,7
35,4,7,8,0,13,9,7,5,1,1,5,1,0,3,18,14,0,0,3,4,27,4,3,0,16,9,0,1,2,0,17,0,2,0,2,1,3,2,0,0,1,11,0,0,2,2,0,5,0,0,2,0,0,0,0,0,0,1,0,1,0,1,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,9,11,0,37,26,0,9,0,0,22,3,1,4,4,2,0,1,0,2,8,9,15,0,18,36,3,4,0,0,8,0,1,9,3,0,5,4,0,1,3,0,0,0,5,3,7,6,0,0,2,5,0,2,2,0,4,1,0,1,1,3,0,0,3,1,0,15,0,0,4,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,15,9,0,7,3,0,0,0,0,1,11,0,3,2,0,0,2,3,0,2,5,19,0,13,4,0,0,0,6,6,3,0,3,5,0,0,3,0,2,5,0,0,6,0,0,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,7,1,6,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4,4,6,0,3,16,0,0,0,0,9,1,2,4,3,6,0,5,4,0,3,0,1,3,0,0,29,3,0,0,1,0,5,4,6,7,0,7,9,0,0,0,0,7,0,0,0,14,4,0,0,0,3,0,1,0,0,0,1,0,0,2,0,2,0,0,3,2,7,4,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,0,6,0,0,4,0,7,3,0,0,0,6,0,2,1,2,1,3,0,0,1,1,7,2,1,1,2,4,0,1,0,1,15
5,1,1,6,0,1,8,1,1,1,3,0,4,0,6,1,0,0,0,0,7,47,9,3,0,9,5,2,0,0,0,34,4,0,0,1,0,0,1,0,1,2,29,12,0,6,4,2,11,0,0,9,1,1,0,0,0,0,1,0,2,2,11,24,0,5,9,0,3,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,6,3,0,1,0,0,4,0,0,0,1,0,0,1,0,3,5,3,11,0,3,19,0,0,0,0,7,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,8,0,0,1,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,9,1,0,1,0,0,0,1,1,0,7,1,3,0,3,0,7,3,0,2,1,11,5,4,2,0,0,0,6,1,1,0,12,2,0,0,4,1,0,3,0,0,9,1,0,0,1,1,2,0,0,0,6,0,1,0,1,0,0,0,4,8,3,17,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,3,0,0,0,0,9,2,0,0,0,5,0,1,0,0,1,0,0,4,1,0,0,0,1,1,0,11,2,0,0,0,0,3,7,2,2,0,9,6,0,4,0,0,9,4,0,0,10,2,0,1,0,2,0,0,3,0,0,2,0,0,2,2,2,4,2,6,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,12,0,0,0,2,14,0,0,7,3,0,0,3,0,0,9,4,1,2,6,6,0,0,0,0,6,3
184,21,23,22,22,10,15,38,7,19,12,21,11,8,30,40,34,3,8,24,8,120,18,11,1,31,19,2,21,5,3,61,1,1,20,7,14,8,4,6,0,5,47,19,0,6,0,14,10,0,2,0,4,1,3,0,1,1,1,0,6,7,28,66,1,13,25,12,7,3,1,6,2,0,12,13,7,0,3,2,11,8,3,4,21,8,2,16,10,4,3,7,4,2,2,5,5,5,0,13,11,22,11,30,4,83,33,3,19,1,4,16,10,11,13,12,17,12,12,3,9,19,22,38,3,28,85,5,20,4,5,17,5,2,26,8,8,11,7,5,36,2,31,14,13,3,3,177,10,5,10,0,11,5,15,27,11,6,6,5,5,17,24,27,2,9,8,5,70,3,1,7,3,10,7,7,7,11,20,1,3,3,2,1,2,3,1,0,2,70,28,0,29,17,1,1,5,6,11,54,10,19,0,3,15,6,4,3,24,74,201,4,70,52,17,1,10,29,28,48,10,65,12,12,0,13,20,2,22,1,4,56,4,4,6,8,12,4,5,2,4,0,0,1,2,5,0,0,1,15,16,0,31,16,0,1,2,0,8,11,6,5,0,0,3,1,1,8,9,16,12,2,16,36,3,0,0,21,25,6,10,1,4,17,0,2,10,9,9,0,7,4,0,5,124,7,4,2,13,3,13,15,17,23,21,5,9,5,9,0,0,5,2,4,15,112,57,1,1,7,22,11,20,10,16,5,6,8,12,4,6,14,11,6,11,29,52,15,5,10,1,7,0,0,7,2,0,0,7,3,9,0,4,10,12,6,3,27,13,2,0,5,2,0,0,0,0,3,28,6,3,2,6,76,6,0,1,43,43,6,16,15,1,2,14,2,1,4,3,89,23,1,22,8,22,5,18,6,8,154
